net|sta|evtnum|mean(azimuth)|std|median|mad|starttime|endtime
BU|DOH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|FHS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|GUY|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|HBZ|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
BU|HUA|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|LAY|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
BU|LBG|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|LQS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|MDY|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|NSC|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|SFS|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
BU|SHC|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|SZL|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|TAS|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
BU|WAX|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
BU|XUH|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
BU|ZHL|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|ZJT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
BU|ZKD|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
BU|ZUH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
CQ|CHK|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
CQ|CHS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
CQ|FUL|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
CQ|QIJ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
CQ|ROC|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
CQ|SHZ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
CQ|WAS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
CQ|WAZ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
CQ|WUL|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
CQ|WUX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
CQ|YUB|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|DSXP|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|FDQY|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|FQDZ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|FZCM|0|0.0|0.0|0.0|0.0|2013-08-16T02:31:00Z|2099-01-01T00:00:00Z
FJ|HAHF|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|HAJF|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|LJTL|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|MQDQ|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
FJ|MXXF|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|NDZW|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|NPDK|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|PCNP|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|PHSG|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|PTLC|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|PTNR|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|QZH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|SNQY|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|SWDT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|TNSC|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|WYXF|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|XMSM|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|YAXT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|YAYX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|YCSG|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|YDXS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|YXBM|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
FJ|ZHNZ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|CHZ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|DGD|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|DNB|0|0.0|0.0|0.0|0.0|2013-08-30T16:25:00Z|2099-01-01T00:00:00Z
GD|DOG|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|FES|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|GAZ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|GZH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|HEJ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|HUD|0|0.0|0.0|0.0|0.0|2013-05-24T14:56:00Z|2099-01-01T00:00:00Z
GD|HUJ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|HUZ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|HYJ|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GD|JIX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|LCH|0|0.0|0.0|0.0|0.0|2013-08-30T16:25:00Z|2099-01-01T00:00:00Z
GD|LIP|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|LIZ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|LTK|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|MEZ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|NAO|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|NAP|0|0.0|0.0|0.0|0.0|2013-07-07T18:35:00Z|2099-01-01T00:00:00Z
GD|PUN|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|SCD|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|SHD|0|0.0|0.0|0.0|0.0|2013-08-30T16:25:00Z|2099-01-01T00:00:00Z
GD|SHG|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|SHT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|SHW|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|SLG|0|0.0|0.0|0.0|0.0|2013-05-19T18:44:00Z|2099-01-01T00:00:00Z
GD|SZN|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|TIS|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GD|TIX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|XFJ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|XIG|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|XNH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|XNY|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|YGC|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|YGD|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|YGJ|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GD|YGX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|YND|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|ZHH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|ZHJ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|ZHQ|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GD|ZHS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GD|ZIJ|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|AXX|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|BYT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|CXT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|DHT|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|GTA|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|HCH|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|HJT|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|HNT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|HXP|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|HXT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|HYS|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|HZT|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|JNT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|JTA|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|JYG|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|LTT|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|LXA|0|0.0|0.0|0.0|0.0|2013-07-26T07:07:00Z|2099-01-01T00:00:00Z
GS|LYT|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|LZH|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|MQT|0|0.0|0.0|0.0|0.0|2013-06-15T16:11:00Z|2099-01-01T00:00:00Z
GS|MXT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|PLT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|QTS|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|SDT|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|SGS|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|SGT|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|TSS|0|0.0|0.0|0.0|0.0|2013-06-15T16:11:00Z|2099-01-01T00:00:00Z
GS|WDT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|WSH|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|WXT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GS|YDT|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|YJZ|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|YWX|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GS|ZHC|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|ZHQ|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GS|ZHY|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GX|BHS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|BSS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|CZS|0|0.0|0.0|0.0|0.0|2013-08-12T00:53:00Z|2099-01-01T00:00:00Z
GX|DHX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|DXS|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GX|DXX|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GX|GGS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|GUL|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|HCS|0|0.0|0.0|0.0|0.0|2013-08-30T16:25:00Z|2099-01-01T00:00:00Z
GX|HZS|0|0.0|0.0|0.0|0.0|2013-09-03T20:19:00Z|2099-01-01T00:00:00Z
GX|LNS|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GX|NNS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|PGX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|PNX|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
GX|PXS|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GX|QZS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|TE|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|WZS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|XCT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|YLS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GX|YTT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GZ|AST|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GZ|BJT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GZ|DJT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GZ|LBT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GZ|LDT|0|0.0|0.0|0.0|0.0|2013-06-05T04:47:00Z|2099-01-01T00:00:00Z
GZ|LPS|0|0.0|0.0|0.0|0.0|2013-08-12T00:53:00Z|2099-01-01T00:00:00Z
GZ|LPT|0|0.0|0.0|0.0|0.0|2013-04-20T13:12:00Z|2099-01-01T00:00:00Z
GZ|WNT|0|0.0|0.0|0.0|0.0|2013-09-04T00:18:00Z|2099-01-01T00:00:00Z
GZ|XYT|0|0.0|0.0|0.0|0.0|2013-05-24T05:44:00Z|2099-01-01T00:00:00Z
GZ|YPT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GZ|ZFT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
GZ|ZYT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HA|DA|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HA|HX|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HA|JS|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HA|JY|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HA|JZ|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HA|LS|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HA|LYN|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HA|LZH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HA|PDS|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HA|SC|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HA|XX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HA|XY|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HA|ZMD|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|DJI|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|DWU|0|0.0|0.0|0.0|0.0|2013-08-30T16:25:00Z|2099-01-01T00:00:00Z
HB|ENS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|FXI|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|HFE|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|JME|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|JYU|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|LCH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|MCH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|NZH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|SSH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|SZH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|WHN|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|XFA|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|XNI|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|XSH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|YCH|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HB|YDU|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|YNX|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HB|YXI|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|ZHX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|ZSH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HB|ZUX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|CHD|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|CLI|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|CXT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HE|FEN|0|0.0|0.0|0.0|0.0|2013-07-09T17:04:00Z|2099-01-01T00:00:00Z
HE|GAN|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|HNS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|JNX|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HE|KAB|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|KUC|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|LIC|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HE|LOH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|LUQ|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|QIL|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|QIX|0|0.0|0.0|0.0|0.0|2013-08-12T00:53:00Z|2099-01-01T00:00:00Z
HE|SHX|0|0.0|0.0|0.0|0.0|2013-08-30T16:25:00Z|2099-01-01T00:00:00Z
HE|SXT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HE|TLK|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HE|WAT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HE|WEC|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|XIL|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|XIT|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|XLD|0|0.0|0.0|0.0|0.0|2013-08-31T06:38:00Z|2099-01-01T00:00:00Z
HE|XTT|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HE|YAY|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HE|YIX|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|YON|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HE|YUS|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|ZAH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|ZHB|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HE|ZHX|0|0.0|0.0|0.0|0.0|2013-05-23T17:19:00Z|2099-01-01T00:00:00Z
HE|ZJK|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HI|BSH|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HI|BSL|0|0.0|0.0|0.0|0.0|2013-08-30T16:25:00Z|2099-01-01T00:00:00Z
HI|CHM|0|0.0|0.0|0.0|0.0|2013-09-01T11:52:00Z|2099-01-01T00:00:00Z
HI|DAN|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HI|DOF|0|0.0|0.0|0.0|0.0|2013-04-21T13:48:00Z|2099-01-01T00:00:00Z
HI|JFL|0|0.0|0.0|0.0|0.0|2013-08-12T00:53:00Z|2099-01-01T00:00:00Z
HI|LSH|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HI|NAD|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HI|QIH|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HI|QSL|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HI|QXL|0|0.0|0.0|0.0|0.0|2013-07-07T18:35:00Z|2099-01-01T00:00:00Z
HI|QZN|0|0.0|0.0|0.0|0.0|2013-09-02T04:30:00Z|2099-01-01T00:00:00Z
HI|SAJ|0|0.0|0.0|0.0|0.0|2013-08-30T16:25:00Z|2099-01-01T00:00:00Z
