net|sta|evtnum|mean(azimuth)|std|median|mad|starttime|endtime
FJ|CTTZ|28|-0.39|5.11|-0.06|3.50|2009-07-01T09:30:00Z|2009-12-09T21:29:00Z
FJ|DSXP|305|-2.79|4.22|-2.67|3.14|2007-09-12T23:49:00Z|2012-12-08T16:35:00Z
FJ|DSXP|52|0.33|4.76|0.07|4.39|2012-12-15T04:49:00Z|2013-09-01T11:52:00Z
FJ|FDQY|323|-0.13|4.69|-0.59|3.38|2007-09-12T11:10:00Z|2012-10-28T03:04:00Z
FJ|FDQY|19|0.86|9.99|0.36|7.12|2012-11-16T18:12:00Z|2013-03-09T14:56:00Z
FJ|FDQY|11|-8.51|11.84|-6.53|8.95|2013-03-13T03:12:00Z|2013-04-23T23:14:00Z
FJ|FQDZ|248|-6.61|5.61|-6.50|3.37|2007-09-12T11:10:00Z|2011-08-20T01:24:00Z
FJ|FQDZ|30|-8.54|10.47|-6.56|5.32|2011-08-21T13:04:00Z|2012-04-15T05:57:00Z
FJ|FQDZ|54|-5.50|3.93|-6.61|3.39|2012-04-21T01:16:00Z|2013-03-24T08:13:00Z
FJ|FQDZ|42|0.23|3.93|0.99|2.54|2013-04-06T04:42:00Z|2013-09-01T11:52:00Z
FJ|FZCM|95|6.38|3.54|6.38|2.39|2011-01-05T06:46:00Z|2012-10-03T13:32:00Z
FJ|FZCM|20|13.67|5.02|13.08|3.57|2012-10-08T11:43:00Z|2013-04-06T04:42:00Z
FJ|FZCM|34|0.72|4.34|0.42|3.74|2013-04-09T11:52:00Z|2013-08-06T16:46:00Z
FJ|HAHF|294|-2.10|4.02|-2.01|2.36|2007-09-12T11:10:00Z|2012-04-01T21:44:00Z
FJ|HAHF|60|-2.44|4.77|-2.45|3.34|2012-04-14T19:26:00Z|2013-03-24T08:13:00Z
FJ|HAHF|15|-2.84|3.57|-2.21|1.36|2013-04-09T11:52:00Z|2013-05-19T18:44:00Z
FJ|HAHF|17|1.49|3.03|1.96|3.01|2013-05-23T17:19:00Z|2013-09-01T11:52:00Z
FJ|HAJF|112|-1.07|5.69|-1.33|3.08|2007-09-12T23:49:00Z|2009-07-26T23:10:00Z
FJ|HAJF|100|-3.16|4.79|-3.08|2.80|2009-07-30T20:05:00Z|2011-07-16T19:59:00Z
FJ|HAJF|103|-1.26|4.18|-1.14|3.16|2011-08-22T09:38:00Z|2013-09-01T11:52:00Z
FJ|LJTL|52|-10.04|11.82|-12.43|3.08|2007-09-12T11:10:00Z|2008-04-18T20:39:00Z
FJ|LJTL|173|-13.46|7.99|-13.24|3.88|2008-04-26T23:34:00Z|2011-10-07T08:58:00Z
FJ|LJTL|43|-13.99|9.16|-15.78|5.95|2011-12-14T05:04:00Z|2013-04-09T11:52:00Z
FJ|LJTL|26|-0.81|3.68|-1.34|2.79|2013-04-14T01:32:00Z|2013-09-01T11:52:00Z
FJ|LYXP|76|-1.12|7.78|0.00|4.08|2009-07-01T09:30:00Z|2011-04-15T21:46:00Z
FJ|LYXP|29|0.36|5.24|0.64|4.71|2011-05-10T08:55:00Z|2012-01-10T18:36:00Z
FJ|MQDQ|211|-2.01|4.65|-1.91|3.25|2007-09-12T11:10:00Z|2010-08-27T19:23:00Z
FJ|MQDQ|177|-1.44|4.28|-1.24|2.74|2010-09-29T17:10:00Z|2013-09-02T04:30:00Z
FJ|MXXF|276|-6.40|4.07|-6.29|2.24|2007-09-12T11:10:00Z|2011-10-07T08:58:00Z
FJ|MXXF|12|5.04|8.25|8.79|4.37|2011-10-08T08:53:00Z|2012-01-10T18:36:00Z
FJ|MXXF|45|-7.99|5.58|-7.16|2.08|2012-02-02T13:34:00Z|2012-11-12T20:42:00Z
FJ|MXXF|40|-3.56|7.66|-3.43|7.09|2013-01-20T10:48:00Z|2013-09-01T11:52:00Z
FJ|NDZW|30|0.20|6.53|0.51|4.67|2007-09-12T11:10:00Z|2007-12-29T22:58:00Z
FJ|NDZW|299|0.32|5.15|0.57|4.12|2008-01-07T03:12:00Z|2012-05-23T22:59:00Z
FJ|NDZW|85|-0.01|4.16|0.15|4.37|2012-06-23T04:34:00Z|2013-09-01T11:52:00Z
FJ|NPDK|134|-9.41|6.14|-9.76|2.88|2007-09-12T23:49:00Z|2011-08-20T18:19:00Z
FJ|NPDK|103|-9.58|3.32|-9.78|2.64|2011-08-22T09:38:00Z|2013-05-11T20:46:00Z
FJ|NPDK|17|0.46|6.39|-0.16|6.08|2013-05-14T19:18:00Z|2013-07-16T09:35:00Z
FJ|PCNP|252|-1.56|5.49|-1.65|3.60|2007-09-12T11:10:00Z|2011-02-07T19:53:00Z
FJ|PCNP|30|5.43|11.51|9.77|9.67|2011-02-21T10:57:00Z|2011-08-22T20:12:00Z
FJ|PCNP|110|-0.96|10.87|-1.14|6.66|2011-12-07T13:38:00Z|2013-09-01T11:52:00Z
FJ|PHSG|16|-13.13|4.63|-13.14|3.45|2007-10-15T12:29:00Z|2008-02-20T08:08:00Z
FJ|PHSG|242|-26.94|4.64|-26.84|2.70|2008-02-24T14:46:00Z|2012-05-29T07:00:00Z
FJ|PHSG|63|-27.43|5.17|-27.92|3.57|2012-06-24T03:15:00Z|2013-05-26T06:08:00Z
FJ|PHSG|14|1.20|3.56|2.23|2.48|2013-06-01T17:32:00Z|2013-09-01T11:52:00Z
FJ|PTLC|302|-0.90|6.91|-0.62|4.57|2007-09-12T11:10:00Z|2013-03-09T14:56:00Z
FJ|PTLC|17|2.81|9.89|2.50|3.28|2013-05-21T14:51:00Z|2013-09-01T11:52:00Z
FJ|PTNR|58|-6.23|9.78|-6.92|3.14|2007-09-12T11:10:00Z|2008-05-27T05:51:00Z
FJ|PTNR|66|-7.71|4.44|-7.48|3.33|2008-06-06T13:42:00Z|2009-08-27T20:10:00Z
FJ|PTNR|215|-6.73|4.37|-6.81|2.88|2009-08-30T14:51:00Z|2013-04-14T01:32:00Z
FJ|PTNR|31|3.16|3.89|3.07|3.54|2013-04-16T10:44:00Z|2013-09-01T11:52:00Z
FJ|QZH|150|1.74|3.15|2.12|2.05|2008-05-20T13:53:00Z|2010-12-23T14:00:00Z
FJ|QZH|166|-1.63|3.85|-1.24|2.57|2010-12-25T13:16:00Z|2013-05-14T19:18:00Z
FJ|QZH|26|0.91|4.72|2.05|3.44|2013-05-15T03:36:00Z|2013-09-01T11:52:00Z
FJ|SNQY|112|-6.88|4.15|-6.96|3.02|2007-09-12T11:10:00Z|2008-12-30T19:49:00Z
FJ|SNQY|258|-6.95|3.79|-7.17|3.23|2009-01-19T03:35:00Z|2013-05-11T20:46:00Z
FJ|SNQY|21|1.09|3.35|1.37|4.24|2013-05-15T03:36:00Z|2013-09-01T11:52:00Z
FJ|SWDT|104|-0.06|3.82|-0.02|3.51|2007-09-12T11:10:00Z|2008-12-09T06:23:00Z
FJ|SWDT|286|-2.22|4.41|-2.17|3.45|2009-01-15T07:27:00Z|2013-09-01T11:52:00Z
FJ|TNSC|80|53.90|4.97|53.44|2.46|2007-09-12T11:10:00Z|2008-08-13T18:30:00Z
FJ|TNSC|111|53.88|5.64|53.94|2.68|2008-08-30T06:54:00Z|2010-07-10T11:43:00Z
FJ|TNSC|93|3.70|5.32|4.38|4.55|2010-07-13T23:56:00Z|2012-03-20T17:56:00Z
FJ|TNSC|75|3.01|4.80|3.36|4.63|2012-04-26T19:21:00Z|2013-09-01T11:52:00Z
FJ|WYXF|193|-60.58|6.16|-60.72|2.83|2007-09-12T23:49:00Z|2010-07-18T05:56:00Z
FJ|WYXF|132|-4.73|14.16|-5.75|4.92|2010-07-18T13:04:00Z|2012-12-08T16:35:00Z
FJ|WYXF|32|0.08|9.18|2.08|5.57|2013-04-06T04:42:00Z|2013-09-01T11:52:00Z
FJ|XMSM|178|0.80|5.68|0.63|3.71|2009-07-06T14:53:00Z|2012-08-19T22:41:00Z
FJ|XMSM|57|1.75|13.29|-0.70|5.57|2012-10-03T13:32:00Z|2013-08-12T04:16:00Z
FJ|YAXT|194|5.07|4.36|5.17|2.85|2007-09-12T11:10:00Z|2010-07-26T17:08:00Z
FJ|YAXT|35|6.96|5.85|5.82|2.06|2010-08-04T07:15:00Z|2011-04-22T17:14:00Z
FJ|YAXT|122|5.54|4.73|5.46|2.92|2011-05-01T16:12:00Z|2013-06-05T04:47:00Z
FJ|YAXT|12|0.97|2.48|0.53|2.39|2013-06-13T16:47:00Z|2013-09-01T11:52:00Z
FJ|YAYX|275|-5.16|3.94|-4.74|3.13|2007-09-12T11:10:00Z|2012-02-14T08:19:00Z
FJ|YAYX|64|-4.67|4.17|-4.88|2.88|2012-03-20T17:56:00Z|2013-04-23T23:14:00Z
FJ|YAYX|11|-0.32|3.41|-0.11|1.91|2013-07-06T05:05:00Z|2013-09-01T11:52:00Z
FJ|YCSG|126|-4.17|5.72|-4.37|3.41|2009-12-12T18:38:00Z|2012-04-15T05:57:00Z
FJ|YCSG|44|-5.00|6.02|-5.04|4.46|2012-05-12T23:28:00Z|2013-05-17T06:43:00Z
FJ|YCSG|11|1.62|3.26|0.90|1.65|2013-06-13T16:47:00Z|2013-09-01T11:52:00Z
FJ|YCTM|40|15.84|3.34|15.98|2.76|2007-09-12T23:49:00Z|2008-04-28T20:26:00Z
FJ|YCTM|27|16.50|4.46|16.95|3.17|2008-05-02T01:33:00Z|2008-12-24T09:11:00Z
FJ|YCTM|22|15.54|3.24|15.52|2.74|2009-01-15T17:49:00Z|2009-10-29T17:44:00Z
FJ|YDXS|54|-1.46|4.83|-2.03|2.88|2007-09-12T11:10:00Z|2008-07-05T02:12:00Z
FJ|YDXS|71|20.85|5.84|21.21|3.25|2008-07-06T01:00:00Z|2009-10-15T12:11:00Z
FJ|YDXS|105|-1.68|4.29|-1.75|3.34|2009-10-16T09:52:00Z|2012-01-10T18:36:00Z
FJ|YDXS|73|-1.70|3.88|-1.28|3.08|2012-03-09T07:09:00Z|2013-09-01T11:52:00Z
FJ|YXBM|101|33.91|7.11|34.73|3.65|2007-09-12T11:10:00Z|2009-02-18T21:53:00Z
FJ|YXBM|173|-3.93|9.18|-3.13|4.27|2009-04-01T03:54:00Z|2012-04-29T08:09:00Z
FJ|YXBM|64|-0.24|5.60|0.00|3.54|2012-05-24T22:47:00Z|2013-07-21T05:09:00Z
FJ|ZHNZ|209|4.28|7.66|4.26|2.86|2007-09-12T11:10:00Z|2010-11-10T04:05:00Z
FJ|ZHNZ|84|4.59|11.42|4.08|5.93|2012-04-14T19:26:00Z|2013-09-01T11:52:00Z
GD|CHZ|71|1.88|3.19|2.00|2.24|2007-08-08T17:04:00Z|2009-08-28T01:51:00Z
GD|CHZ|17|-4.25|8.56|-4.33|4.15|2009-08-30T14:51:00Z|2010-12-29T06:54:00Z
GD|CHZ|94|-2.03|4.35|-1.73|3.30|2011-01-18T20:23:00Z|2013-09-01T11:52:00Z
GD|DGD|156|-10.16|7.83|-10.66|3.80|2007-08-01T17:08:00Z|2011-09-15T07:53:00Z
GD|DGD|68|-9.96|4.85|-10.01|3.71|2011-10-21T08:02:00Z|2013-09-01T11:52:00Z
GD|DNB|61|4.28|5.72|4.51|3.93|2007-08-01T17:08:00Z|2008-10-05T15:52:00Z
GD|DNB|22|1.33|14.36|4.37|4.57|2008-10-22T12:55:00Z|2009-03-25T21:46:00Z
GD|DNB|219|3.77|4.26|3.92|2.56|2009-05-12T12:38:00Z|2013-08-30T16:25:00Z
GD|DOG|41|-8.20|4.99|-8.47|4.51|2011-01-13T16:16:00Z|2011-08-21T13:04:00Z
GD|DOG|54|-8.69|3.17|-8.94|1.85|2011-08-22T20:12:00Z|2012-11-16T18:12:00Z
GD|DOG|50|2.85|3.04|2.34|2.02|2012-12-07T08:18:00Z|2013-09-01T11:52:00Z
GD|FES|135|-4.06|4.60|-3.73|2.98|2007-08-01T17:08:00Z|2009-10-22T19:51:00Z
GD|FES|42|-5.92|7.16|-4.80|4.05|2009-12-09T09:46:00Z|2010-10-16T20:08:00Z
GD|FES|58|-5.14|4.95|-4.50|3.32|2010-12-02T03:12:00Z|2012-01-10T18:36:00Z
GD|FES|85|-0.67|4.74|-0.82|3.53|2012-02-02T13:34:00Z|2013-09-01T11:52:00Z
GD|GAZ|182|2.40|3.67|2.24|2.82|2007-08-15T20:22:00Z|2013-09-01T11:52:00Z
GD|GZH|194|0.84|8.83|1.02|2.58|2008-03-03T09:31:00Z|2011-06-24T03:09:00Z
GD|GZH|90|0.08|8.71|0.18|1.78|2011-11-28T12:26:00Z|2013-09-01T11:52:00Z
GD|HEJ|242|-3.69|4.81|-4.56|4.17|2008-06-06T13:42:00Z|2012-12-07T08:18:00Z
GD|HEJ|47|0.74|8.66|1.57|3.83|2012-12-10T16:53:00Z|2013-08-16T02:31:00Z
GD|HUD|35|0.37|6.49|-0.00|3.47|2007-12-19T09:30:00Z|2013-05-24T14:56:00Z
GD|HUJ|183|-1.31|4.88|-1.35|3.84|2007-08-01T17:08:00Z|2010-02-01T22:28:00Z
GD|HUJ|266|1.30|4.66|1.42|3.17|2010-02-11T18:43:00Z|2013-09-01T11:52:00Z
GD|HUZ|174|0.06|4.90|0.15|4.11|2007-08-02T02:37:00Z|2013-09-01T11:52:00Z
GD|HYJ|232|5.92|3.94|6.16|2.16|2007-08-01T17:08:00Z|2011-09-04T21:44:00Z
GD|HYJ|56|5.90|4.55|5.43|3.57|2011-09-14T18:10:00Z|2012-10-08T11:43:00Z
GD|HYJ|64|-0.71|3.60|0.07|2.34|2012-10-12T00:31:00Z|2013-09-02T04:30:00Z
GD|JIX|143|-93.60|8.37|-94.53|2.59|2009-07-25T01:42:00Z|2013-01-28T16:38:00Z
GD|JIX|37|-0.96|6.96|0.49|3.29|2013-02-06T00:07:00Z|2013-07-09T17:04:00Z
GD|LCH|39|-1.34|6.42|-2.15|5.17|2007-08-01T17:08:00Z|2008-02-21T23:55:00Z
GD|LCH|119|-2.09|4.81|-1.82|2.80|2008-03-18T08:22:00Z|2010-08-27T19:23:00Z
GD|LCH|114|-1.83|4.18|-2.00|2.44|2010-09-07T00:57:00Z|2013-02-06T01:12:00Z
GD|LCH|37|0.98|3.58|1.27|2.48|2013-02-07T00:30:00Z|2013-08-30T16:25:00Z
GD|LIP|293|-4.70|4.63|-4.52|3.02|2007-08-02T02:37:00Z|2012-07-28T20:03:00Z
GD|LIP|11|41.49|14.03|44.88|3.37|2012-08-10T18:37:00Z|2012-10-20T23:00:00Z
GD|LIP|46|0.21|4.29|0.86|2.74|2012-11-12T20:42:00Z|2013-08-12T04:16:00Z
GD|LIZ|57|-2.72|4.39|-2.34|3.80|2007-08-01T17:08:00Z|2011-04-13T19:57:00Z
GD|LIZ|34|1.86|5.38|2.12|4.11|2011-04-23T04:16:00Z|2013-09-01T11:52:00Z
GD|LTK|77|12.41|10.22|13.51|2.76|2007-08-08T17:04:00Z|2009-05-19T17:35:00Z
GD|LTK|138|12.93|6.55|13.75|2.86|2009-06-03T18:54:00Z|2012-09-14T04:51:00Z
GD|LTK|52|-0.56|3.13|-0.44|1.68|2012-09-26T23:39:00Z|2013-09-01T11:52:00Z
GD|MEZ|24|1.13|7.85|1.04|3.72|2007-08-01T17:08:00Z|2007-10-24T21:02:00Z
GD|MEZ|61|-0.04|7.01|0.04|4.39|2007-12-09T07:28:00Z|2008-09-18T11:58:00Z
GD|MEZ|273|-0.14|3.55|-0.08|2.42|2008-10-23T10:04:00Z|2013-09-01T11:52:00Z
GD|NAO|45|-19.05|14.90|-22.42|8.50|2007-08-01T17:08:00Z|2008-09-18T11:58:00Z
GD|NAO|23|-24.27|8.54|-24.66|7.43|2008-10-22T12:55:00Z|2009-09-29T17:56:00Z
GD|NAO|119|-27.80|6.18|-27.26|3.88|2009-10-16T09:52:00Z|2012-09-26T23:39:00Z
GD|NAO|56|0.43|3.30|0.60|2.31|2012-10-03T13:32:00Z|2013-09-01T11:52:00Z
GD|NAP|75|-2.06|5.54|-1.25|2.55|2008-06-06T13:42:00Z|2010-12-02T03:12:00Z
GD|NAP|22|-31.68|6.52|-33.28|1.65|2010-12-13T01:14:00Z|2011-06-24T03:09:00Z
GD|NAP|72|-3.10|4.44|-2.81|3.05|2011-07-06T19:03:00Z|2013-07-07T18:35:00Z
GD|PUN|143|0.11|3.98|0.01|3.14|2007-08-01T17:08:00Z|2010-09-03T16:35:00Z
GD|PUN|99|-0.04|4.19|0.25|2.55|2010-10-25T14:42:00Z|2013-04-19T03:05:00Z
GD|PUN|24|-0.49|3.64|-0.81|2.95|2013-04-20T13:12:00Z|2013-09-01T11:52:00Z
GD|SCD|15|-6.22|7.98|-4.38|6.70|2007-08-02T02:37:00Z|2008-03-12T11:23:00Z
GD|SCD|110|-2.83|5.12|-1.95|3.66|2008-03-22T21:24:00Z|2012-05-12T23:28:00Z
GD|SCD|65|-0.04|3.34|0.08|2.82|2012-05-23T15:02:00Z|2013-09-01T11:52:00Z
GD|SHD|175|10.39|4.83|10.30|4.36|2007-08-01T17:08:00Z|2012-10-20T23:00:00Z
GD|SHD|11|3.66|9.67|0.61|2.54|2012-12-10T16:53:00Z|2013-05-11T02:08:00Z
GD|SHD|12|-0.24|4.86|0.01|3.23|2013-05-14T00:32:00Z|2013-08-30T16:25:00Z
GD|SHG|351|0.03|3.68|-0.01|2.59|2007-08-01T17:08:00Z|2013-09-01T11:52:00Z
GD|SHT|195|-0.43|6.28|0.06|2.42|2007-08-01T17:08:00Z|2011-01-18T20:23:00Z
GD|SHT|46|1.28|4.80|1.33|3.43|2011-02-06T11:21:00Z|2011-10-18T05:05:00Z
GD|SHT|105|0.05|3.59|0.73|2.13|2011-10-23T10:41:00Z|2013-09-01T11:52:00Z
GD|SHW|210|-6.12|6.69|-7.55|5.98|2008-08-27T01:35:00Z|2013-02-10T18:39:00Z
GD|SHW|37|0.65|5.86|2.68|7.00|2013-02-14T13:13:00Z|2013-09-01T11:52:00Z
GD|SLG|91|5.29|9.67|4.46|3.16|2008-07-19T22:39:00Z|2010-09-13T05:47:00Z
GD|SLG|118|-2.27|5.44|-1.79|2.42|2010-12-13T01:14:00Z|2013-05-19T18:44:00Z
GD|SZN|201|-2.70|6.68|-3.24|2.71|2008-05-23T22:50:00Z|2011-09-15T07:53:00Z
GD|SZN|70|-2.09|4.42|-2.04|2.73|2011-09-16T19:26:00Z|2013-02-14T13:13:00Z
GD|SZN|34|-1.79|4.27|-2.67|2.13|2013-03-13T03:12:00Z|2013-09-01T11:52:00Z
GD|TIS|123|-8.14|4.29|-8.12|3.26|2007-08-01T17:08:00Z|2009-08-27T20:10:00Z
GD|TIS|132|-6.96|7.46|-7.34|2.96|2009-09-07T16:12:00Z|2011-09-15T07:53:00Z
GD|TIS|48|-7.72|3.56|-7.80|2.54|2011-09-16T19:26:00Z|2012-12-02T00:54:00Z
GD|TIS|49|0.75|3.37|0.92|2.80|2012-12-07T08:18:00Z|2013-09-02T04:30:00Z
GD|TIX|86|-7.67|9.38|-7.93|4.20|2007-08-02T02:37:00Z|2009-10-09T07:33:00Z
GD|TIX|99|-10.81|4.56|-11.12|3.62|2009-10-16T09:52:00Z|2012-09-08T10:51:00Z
GD|TIX|44|-0.20|4.32|0.32|3.90|2012-09-14T04:51:00Z|2013-09-01T11:52:00Z
GD|XFJ|27|16.77|3.90|16.08|2.79|2007-08-01T17:08:00Z|2008-07-05T02:12:00Z
GD|XFJ|66|11.88|4.43|11.57|2.91|2008-07-19T09:27:00Z|2009-10-08T08:28:00Z
GD|XFJ|148|11.50|3.75|11.43|2.81|2009-10-13T20:21:00Z|2012-09-03T18:23:00Z
GD|XFJ|54|0.55|2.98|0.61|2.07|2012-09-05T13:09:00Z|2013-09-01T11:52:00Z
GD|XIG|19|2.57|5.09|2.11|3.48|2007-08-01T17:08:00Z|2007-11-25T16:02:00Z
GD|XIG|52|-1.15|5.47|-0.28|3.80|2007-12-10T12:10:00Z|2009-05-12T01:26:00Z
GD|XIG|151|3.42|3.77|3.64|2.89|2009-06-02T02:17:00Z|2012-09-14T04:51:00Z
GD|XIG|48|-1.64|3.55|-1.02|3.48|2012-10-08T11:43:00Z|2013-09-01T11:52:00Z
GD|XNH|289|-2.88|5.76|-3.11|2.70|2007-08-01T17:08:00Z|2011-09-15T07:53:00Z
GD|XNH|60|-3.33|3.58|-3.55|2.79|2011-09-16T19:26:00Z|2012-12-10T16:53:00Z
GD|XNH|59|-1.19|2.96|-0.48|1.50|2012-12-15T04:49:00Z|2013-09-01T11:52:00Z
GD|XNY|174|2.57|4.45|3.01|3.34|2008-04-28T20:26:00Z|2011-02-21T10:57:00Z
GD|XNY|93|6.24|9.00|5.37|3.28|2011-02-21T23:51:00Z|2011-09-15T07:53:00Z
GD|XNY|122|3.63|4.13|4.17|3.24|2011-09-15T19:31:00Z|2013-09-01T11:52:00Z
GD|YGC|123|-2.75|5.97|-2.52|2.76|2007-08-01T17:08:00Z|2010-01-18T01:02:00Z
GD|YGC|108|-2.33|8.57|-2.09|4.01|2010-03-04T14:02:00Z|2011-09-15T07:53:00Z
GD|YGC|46|-3.91|7.00|-2.34|3.50|2011-10-08T08:53:00Z|2012-12-10T16:53:00Z
GD|YGC|44|0.15|3.63|0.23|3.34|2012-12-15T04:49:00Z|2013-09-01T11:52:00Z
GD|YGD|129|-2.84|5.56|-2.82|3.91|2007-08-02T02:37:00Z|2011-08-22T09:38:00Z
GD|YGD|64|-1.65|4.13|-1.75|3.88|2011-09-16T19:26:00Z|2013-06-13T16:47:00Z
GD|YGJ|263|2.14|5.69|2.15|2.59|2007-08-01T17:08:00Z|2011-09-15T07:53:00Z
GD|YGJ|111|2.07|3.99|1.82|2.15|2011-09-16T19:26:00Z|2013-09-02T04:30:00Z
GD|YGX|15|-8.24|7.73|-6.03|7.64|2007-08-15T20:22:00Z|2008-06-22T07:22:00Z
GD|YGX|236|-23.33|5.26|-23.80|3.39|2008-06-22T23:56:00Z|2012-11-12T20:42:00Z
GD|YGX|42|1.43|13.76|0.01|2.92|2012-11-16T18:12:00Z|2013-06-15T16:11:00Z
GD|YND|28|-0.50|9.25|1.29|3.86|2007-08-08T17:04:00Z|2010-10-08T03:26:00Z
GD|YND|91|6.96|3.74|6.48|2.48|2010-10-25T19:37:00Z|2012-05-22T00:00:00Z
GD|YND|20|6.07|3.23|6.49|2.91|2012-07-08T11:33:00Z|2012-11-16T18:12:00Z
GD|YND|54|2.40|4.13|2.29|2.82|2012-11-19T09:44:00Z|2013-09-01T11:52:00Z
GD|ZHH|140|2.09|7.92|0.78|3.55|2009-05-12T12:38:00Z|2011-09-15T07:53:00Z
GD|ZHH|77|0.97|5.16|1.02|3.20|2011-09-16T19:26:00Z|2013-03-22T22:40:00Z
GD|ZHH|33|-0.27|2.81|0.37|1.82|2013-03-24T08:13:00Z|2013-09-01T11:52:00Z
GD|ZHJ|56|-1.48|9.75|-0.55|3.81|2007-08-01T17:08:00Z|2011-03-07T00:09:00Z
GD|ZHJ|32|-3.34|14.30|-0.17|4.24|2011-05-10T08:55:00Z|2012-12-07T18:19:00Z
GD|ZHJ|21|-1.61|3.67|-0.38|2.97|2012-12-21T22:28:00Z|2013-09-01T11:52:00Z
GD|ZHQ|198|-3.05|5.02|-2.71|4.29|2007-08-01T17:08:00Z|2010-07-13T23:56:00Z
GD|ZHQ|99|-2.95|8.77|-2.97|4.08|2010-07-30T03:56:00Z|2011-09-15T07:53:00Z
GD|ZHQ|59|-2.49|4.26|-2.85|2.67|2011-09-16T19:26:00Z|2012-11-19T09:44:00Z
GD|ZHQ|66|1.08|4.72|1.79|4.14|2012-11-29T11:10:00Z|2013-09-02T04:30:00Z
GD|ZHS|29|-0.14|5.86|-1.17|3.59|2007-08-15T20:22:00Z|2008-07-24T01:43:00Z
GD|ZHS|36|-1.03|8.30|-0.80|4.75|2008-09-08T18:52:00Z|2009-11-28T06:04:00Z
GD|ZHS|125|-1.72|3.64|-1.78|3.22|2010-01-04T11:28:00Z|2013-09-01T11:52:00Z
GD|ZIJ|170|0.27|5.36|0.38|3.32|2007-08-01T17:08:00Z|2011-01-13T16:16:00Z
GD|ZIJ|23|-7.37|7.88|-5.26|2.45|2011-01-18T20:23:00Z|2011-07-06T19:03:00Z
GD|ZIJ|68|-3.45|9.99|-4.28|4.00|2011-07-31T23:38:00Z|2012-10-14T04:58:00Z
GD|ZIJ|60|-0.60|7.97|0.42|3.82|2012-11-12T20:42:00Z|2013-09-02T04:30:00Z
GS|AXX|177|0.34|5.46|0.14|3.19|2007-08-08T17:04:00Z|2010-06-26T05:30:00Z
GS|AXX|216|0.38|4.95|0.05|3.53|2010-06-28T18:19:00Z|2013-01-20T10:48:00Z
GS|AXX|57|-1.86|4.77|-2.62|3.96|2013-02-06T00:07:00Z|2013-09-04T00:18:00Z
GS|BYT|237|-7.63|5.77|-7.38|4.36|2007-08-01T17:08:00Z|2010-10-08T03:26:00Z
GS|BYT|100|-6.30|10.05|-4.52|4.06|2011-01-13T16:16:00Z|2012-02-06T03:49:00Z
GS|BYT|115|-35.68|6.18|-36.06|3.19|2012-03-20T17:56:00Z|2013-05-14T00:32:00Z
GS|BYT|31|-1.99|3.89|-2.38|2.34|2013-05-15T03:36:00Z|2013-09-02T04:30:00Z
GS|CXT|331|-4.05|7.86|-4.15|4.42|2008-06-10T04:13:00Z|2012-12-07T08:18:00Z
GS|CXT|27|1.42|4.45|1.24|5.04|2013-05-11T02:08:00Z|2013-09-02T04:30:00Z
GS|DBT|135|10.10|11.00|11.56|8.94|2009-10-13T10:15:00Z|2011-01-05T06:46:00Z
GS|DBT|299|8.58|8.76|8.39|8.95|2011-01-09T17:21:00Z|2013-09-04T00:18:00Z
GS|DHT|351|-5.31|10.13|-4.68|5.96|2008-06-03T16:20:00Z|2012-04-15T05:57:00Z
GS|DHT|85|-2.88|9.05|-2.97|6.40|2012-04-30T08:00:00Z|2013-09-04T00:18:00Z
GS|GTA|49|-0.72|5.80|-2.05|3.01|2007-08-01T17:08:00Z|2007-12-03T21:52:00Z
GS|GTA|382|0.35|4.89|0.38|3.11|2008-03-06T01:21:00Z|2011-06-27T23:27:00Z
GS|GTA|192|1.26|4.02|1.34|3.06|2011-07-06T15:14:00Z|2013-09-04T00:18:00Z
GS|HCH|191|9.67|4.28|10.09|2.89|2007-08-15T20:22:00Z|2010-06-28T18:19:00Z
GS|HCH|169|10.18|8.11|10.94|3.34|2010-07-07T06:50:00Z|2012-12-10T16:53:00Z
GS|HCH|24|9.48|3.28|9.79|2.74|2012-12-15T04:49:00Z|2013-05-14T00:32:00Z
GS|HCH|29|-0.97|3.99|-0.34|3.16|2013-05-17T06:43:00Z|2013-09-02T04:30:00Z
GS|HJT|122|15.66|10.63|12.95|8.42|2010-06-26T05:30:00Z|2011-06-13T14:31:00Z
GS|HJT|27|2.71|11.41|5.87|8.51|2013-05-24T14:56:00Z|2013-09-04T00:18:00Z
GS|HNT|37|4.12|13.57|1.58|4.02|2007-08-01T17:08:00Z|2008-02-20T18:27:00Z
GS|HNT|167|1.01|5.82|0.69|4.03|2008-03-29T17:30:00Z|2010-05-05T16:29:00Z
GS|HNT|251|2.55|4.29|2.22|3.50|2010-05-09T05:59:00Z|2013-09-02T04:30:00Z
GS|HXP|114|4.00|7.26|3.56|6.53|2007-08-01T17:08:00Z|2008-09-12T23:07:00Z
GS|HXP|552|3.27|6.28|3.85|6.10|2008-09-27T03:04:00Z|2013-09-04T00:18:00Z
GS|HXT|89|-63.49|9.24|-62.77|6.15|2008-03-29T17:30:00Z|2009-10-04T10:58:00Z
GS|HXT|167|-45.92|7.28|-46.36|5.16|2010-08-03T12:08:00Z|2013-05-11T02:08:00Z
GS|HXT|21|-0.93|4.15|-1.39|2.99|2013-05-14T00:32:00Z|2013-09-02T04:30:00Z
