netsta,snr_r,snr_t,snr_z,allsnr_r,allsnr_t,allsnr_z,count
BU.GUY,4.837543956043959,2.41902554945055,7.964723076923074,1760.8660000000011,880.5253000000002,2899.159199999999,364
BU.HBZ,3.002873412698412,1.7409511904761912,4.687954365079364,756.7240999999998,438.71970000000016,1181.3644999999997,252
BU.HUA,3.902047858942061,2.0903010075566764,6.3206249370277074,1549.1129999999982,829.8495000000005,2509.2880999999998,397
BU.LAY,4.079833875338754,1.975881571815718,5.520972086720862,1505.4587000000004,729.1003,2037.238699999998,369
BU.LBG,3.0873682926829256,1.641959581881532,3.8161498257839734,886.0746999999997,471.2423999999997,1095.2350000000004,287
BU.LQS,3.423987982832615,1.824858798283262,4.432947210300429,797.7891999999994,425.19210000000004,1032.8767,233
BU.MDY,4.399704999999999,2.3043566666666657,5.147671666666664,1055.9291999999998,553.0455999999998,1235.4411999999993,240
BU.NSC,3.3304507109004735,1.944242654028436,5.713333649289103,702.7250999999999,410.2352,1205.5134000000007,211
BU.QSD,0.009166666666666915,-1.3512444444444445,1.3438777777777777,0.08250000000000224,-12.161200000000001,12.094899999999999,9
BU.SFS,3.922099583333333,2.1043254166666667,6.093983750000002,941.3038999999999,505.03810000000004,1462.5561000000005,240
BU.SHC,6.368700522193212,3.684888772845956,9.034327415143604,2439.2123,1411.3124000000012,3460.1474000000003,383
BU.SZL,3.6591025714285728,1.9102640000000006,4.597524857142854,1280.6859000000004,668.5924000000002,1609.133699999999,350
BU.TAS,3.12413756097561,1.9998790243902431,5.471957073170732,640.4482,409.97519999999986,1121.7512000000002,205
BU.TST,3.3697829694323143,1.94478864628821,4.58244017467249,771.6803,445.35660000000007,1049.3788000000002,229
BU.WAX,6.024425373134328,3.5112749253731352,8.01249134328358,2018.1825,1176.2771000000002,2684.1845999999996,335
BU.WEA,3.6479049019607825,2.1931245098039214,2.6459235294117662,372.0862999999998,223.6987,269.88420000000013,102
BU.XOX,2.4200346153846155,0.9083346153846154,2.0992144230769223,251.6836,94.46679999999999,218.31829999999994,104
BU.XUH,3.8942669753086414,1.7781543209876551,5.66906759259259,1261.7424999999998,576.1220000000003,1836.7778999999991,324
BU.ZHL,4.46419831932773,2.0879862745098037,6.209596918767508,1593.7187999999996,745.4110999999999,2216.8261,357
BU.ZJT,3.491774754098359,2.0950088524590185,5.933477049180329,1064.9912999999995,638.9777000000006,1809.7105000000004,305
BU.ZKD,3.1777845493562227,1.727348497854077,4.151807296137339,740.4237999999999,402.47219999999993,967.3711000000001,233
BU.ZUH,4.624925364431485,2.6017090379008745,7.958711370262392,1586.3493999999994,892.3861999999999,2729.8380000000006,343
CB.CAD,6.154793406593406,4.687607142857142,10.62097197802198,1120.1724,853.1444999999998,1933.0169000000005,182
CB.CD2,6.785596938775511,4.853848979591835,10.869349489795914,1329.977,951.3543999999997,2130.392499999999,196
CB.CN2,4.904485500000002,2.6704149999999998,6.773804999999995,980.8971000000004,534.083,1354.760999999999,200
CB.DL2,5.398740298507461,2.461742786069652,8.969815422885572,1085.1467999999995,494.81030000000004,1802.9329,201
CB.GOM,7.9221588832487315,5.463330456852793,13.50015126903553,1560.6653000000001,1076.2761000000003,2659.5297999999993,197
CB.GTA,7.593299999999998,7.228684158415838,12.868893564356437,1533.8465999999996,1460.1941999999992,2599.5165,202
CB.GYA,7.430890206185564,5.870598969072163,9.663129381443289,1441.5926999999995,1138.8961999999997,1874.647099999998,194
CB.GZH,6.34867444444445,3.168423333333336,8.51630555555556,1142.761400000001,570.3162000000004,1532.9350000000006,180
CB.HEH,6.3416444999999975,3.689697000000002,10.888417499999997,1268.3288999999995,737.9394000000004,2177.6834999999996,200
CB.HHC,5.022582500000002,3.6874179999999983,10.194686999999998,1004.5165000000005,737.4835999999997,2038.9373999999998,200
CB.KSH,6.2389956521739105,3.4163492753623195,13.227934782608703,430.49069999999983,235.72810000000004,912.7275000000005,69
CB.LYN,6.395221782178219,3.7391638613861398,9.84624306930693,1291.8348000000003,755.3111000000002,1988.9410999999998,202
CB.LZH,6.70159402985074,5.07268855721393,10.998838308457712,1347.0203999999987,1019.6104,2210.7665,201
CB.NAQ,6.250594814814815,4.618294074074076,7.334931111111111,843.8303000000001,623.4697000000003,990.2157,135
